tema,indicador,anio,sexo,disc,entidad,rango_edad,tipo_discapacidad,num,den,casos,fuente,universo,encuesta
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,18-29,Bañarse o vestirse,0.0,355.0,2.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,18-29,Brazos o manos,73.0,413.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,18-29,Caminar,647.0,1430.0,8.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,18-29,Hablar o comunicarse,397.0,678.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,18-29,Mental,234.0,893.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,18-29,Oír,79.0,315.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,18-29,Recordar o concentrarse,508.0,1680.0,11.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,18-29,Ver,140.0,1689.0,11.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,30-44,Bañarse o vestirse,70.0,480.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,30-44,Brazos o manos,0.0,932.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,30-44,Caminar,280.0,1901.0,15.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,30-44,Hablar o comunicarse,61.0,297.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,30-44,Mental,60.0,494.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,30-44,Oír,0.0,490.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,30-44,Recordar o concentrarse,121.0,710.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,30-44,Ver,0.0,2107.0,13.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,45-59,Bañarse o vestirse,0.0,498.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,45-59,Brazos o manos,0.0,1047.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,45-59,Caminar,0.0,4955.0,33.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,45-59,Hablar o comunicarse,0.0,573.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,45-59,Mental,0.0,1335.0,9.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,45-59,Oír,0.0,2194.0,12.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,45-59,Recordar o concentrarse,0.0,1621.0,9.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,45-59,Ver,79.0,3717.0,26.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,60+,Bañarse o vestirse,73.0,3804.0,29.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,60+,Brazos o manos,180.0,3911.0,28.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,60+,Caminar,449.0,12200.0,96.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,60+,Hablar o comunicarse,0.0,1375.0,10.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,60+,Mental,0.0,1399.0,9.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,60+,Oír,61.0,5533.0,43.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,60+,Recordar o concentrarse,0.0,2522.0,18.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Aguascalientes,60+,Ver,449.0,7082.0,52.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,18-29,Bañarse o vestirse,42.0,1454.0,6.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,18-29,Brazos o manos,0.0,1516.0,6.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,18-29,Caminar,42.0,1621.0,8.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,18-29,Hablar o comunicarse,601.0,1916.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,18-29,Mental,919.0,3447.0,12.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,18-29,Oír,0.0,33.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,18-29,Recordar o concentrarse,929.0,1667.0,8.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,18-29,Ver,727.0,3128.0,10.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,30-44,Bañarse o vestirse,0.0,1723.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,30-44,Brazos o manos,0.0,2895.0,9.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,30-44,Caminar,0.0,8814.0,25.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,30-44,Hablar o comunicarse,0.0,1204.0,8.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,30-44,Mental,38.0,2208.0,9.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Baja California,30-44,Oír,0.0,1227.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
