tema,indicador,anio,sexo,disc,entidad,rango_edad,tipo_discapacidad,num,den,casos,ee,fuente,universo,encuesta
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,18-29,Hablar o comunicarse,112.0,605.0,5.0,0.183594016802131,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,18-29,Mental,354.0,1090.0,8.0,0.1201279353589765,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,18-29,Oír,238.0,238.0,1.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,18-29,Recordar o concentrarse,353.0,692.0,6.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,18-29,Ver,351.0,460.0,4.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,30-44,Bañarse o vestirse,0.0,694.0,5.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,30-44,Brazos o manos,0.0,410.0,3.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,30-44,Caminar,509.0,1497.0,12.0,0.0778710746345124,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,30-44,Hablar o comunicarse,0.0,1203.0,9.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,30-44,Mental,223.0,1156.0,9.0,0.0848073983709456,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,30-44,Oír,0.0,535.0,4.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,30-44,Recordar o concentrarse,0.0,961.0,7.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,30-44,Ver,519.0,1057.0,8.0,0.1847916022585188,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,45-59,Bañarse o vestirse,0.0,342.0,3.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,45-59,Brazos o manos,123.0,1057.0,9.0,0.1283995631904279,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,45-59,Caminar,436.0,3217.0,28.0,0.0691783793387194,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,45-59,Hablar o comunicarse,0.0,446.0,4.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,45-59,Mental,121.0,770.0,7.0,0.0058771730793075,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,45-59,Oír,0.0,608.0,5.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,45-59,Recordar o concentrarse,121.0,331.0,3.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,45-59,Ver,331.0,3709.0,32.0,0.0527259864884465,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,60+,Bañarse o vestirse,142.0,3170.0,27.0,0.0443179412513718,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,60+,Brazos o manos,334.0,2812.0,25.0,0.0573388569559782,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,60+,Caminar,1718.0,9054.0,77.0,0.0359266014141657,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,60+,Hablar o comunicarse,121.0,1856.0,16.0,0.0651540106296845,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,60+,Mental,0.0,2058.0,17.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,60+,Oír,705.0,3715.0,32.0,0.0701205659138424,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,60+,Recordar o concentrarse,490.0,2953.0,26.0,0.0675266674683385,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Campeche,60+,Ver,950.0,6428.0,56.0,0.041287158004433,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,18-29,Bañarse o vestirse,0.0,1794.0,2.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,18-29,Brazos o manos,478.0,1715.0,3.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,18-29,Caminar,706.0,5157.0,7.0,0.1365143040186079,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,18-29,Hablar o comunicarse,0.0,4517.0,6.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,18-29,Mental,0.0,4688.0,6.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,18-29,Oír,775.0,1892.0,3.0,0.3627552233058375,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,18-29,Recordar o concentrarse,775.0,4801.0,7.0,0.156421414054171,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,18-29,Ver,2963.0,3794.0,6.0,0.0068122154977103,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,30-44,Bañarse o vestirse,0.0,1341.0,2.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,30-44,Brazos o manos,0.0,3147.0,5.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,30-44,Caminar,3458.0,10413.0,16.0,0.0769466318735779,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,30-44,Hablar o comunicarse,0.0,3209.0,5.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,30-44,Mental,0.0,3982.0,6.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,30-44,Oír,0.0,641.0,1.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,30-44,Recordar o concentrarse,0.0,3006.0,5.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,30-44,Ver,2316.0,5950.0,8.0,0.0881371879565383,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,45-59,Bañarse o vestirse,1226.0,4754.0,7.0,0.1418980580323807,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,45-59,Brazos o manos,1865.0,7410.0,11.0,0.0865189931347503,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,45-59,Caminar,5249.0,20265.0,30.0,0.0694146054856511,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,45-59,Hablar o comunicarse,0.0,2447.0,4.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,45-59,Mental,526.0,2393.0,4.0,0.007532067429571,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Educación media superior o más,2020,Hombres,Con discapacidad,Chiapas,45-59,Oír,0.0,4855.0,7.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
