tema,indicador,anio,sexo,disc,entidad,rango_edad,tipo_discapacidad,num,den,casos,ee,fuente,universo,encuesta
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,30-44,Bañarse o vestirse,0.0,543.0,3.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,30-44,Brazos o manos,0.0,1858.0,8.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,30-44,Caminar,26.0,4239.0,19.0,0.006159394011766,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,30-44,Hablar o comunicarse,0.0,2609.0,12.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,30-44,Mental,0.0,2721.0,12.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,30-44,Oír,0.0,1434.0,9.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,30-44,Recordar o concentrarse,0.0,1299.0,6.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,30-44,Ver,480.0,3208.0,12.0,0.0018787321653275,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,45-59,Bañarse o vestirse,0.0,4692.0,13.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,45-59,Brazos o manos,51.0,3631.0,13.0,0.0140631431717273,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,45-59,Caminar,89.0,10599.0,31.0,0.0057043111768293,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,45-59,Hablar o comunicarse,0.0,2510.0,14.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,45-59,Mental,0.0,3376.0,16.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,45-59,Oír,0.0,1578.0,10.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,45-59,Recordar o concentrarse,0.0,2993.0,15.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,45-59,Ver,599.0,7292.0,26.0,0.0030642223990591,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,60+,Bañarse o vestirse,2642.0,6497.0,36.0,0.1011202132280403,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,60+,Brazos o manos,2617.0,9862.0,49.0,0.0849872179153637,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,60+,Caminar,1141.0,22813.0,114.0,0.0228199692189884,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,60+,Hablar o comunicarse,491.0,6191.0,29.0,0.0046077685926368,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,60+,Mental,1358.0,6308.0,28.0,0.025837166743091,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,60+,Oír,2321.0,11703.0,50.0,0.0758400299244957,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,60+,Recordar o concentrarse,1057.0,4676.0,29.0,0.0249006445347651,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California,60+,Ver,1592.0,15815.0,68.0,0.0497588262992082,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,18-29,Bañarse o vestirse,0.0,455.0,3.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,18-29,Brazos o manos,0.0,173.0,2.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,18-29,Caminar,102.0,592.0,9.0,0.0090082309688601,ENIGH (INEGI),Personas de 18 años o más,enigh
gastos,Su hogar gasta en aparatos o cuidados por discapacidad,2022,Hombres,Con discapacidad,Baja California Sur,18-29,Hablar o comunicarse,0.0,514.0,5.0,,ENIGH (INEGI),Personas de 18 años o más,enigh
