tema,indicador,anio,sexo,disc,entidad,rango_edad,num,den,casos,fuente,universo,encuesta
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Campeche,60+,3267.0,20778.0,220.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Chiapas,18-29,5642.0,11619.0,15.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Chiapas,30-44,6488.0,16801.0,32.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Chiapas,45-59,13588.0,41961.0,72.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Chiapas,60+,10162.0,76445.0,149.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Chihuahua,18-29,14497.0,22421.0,42.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Chihuahua,30-44,11946.0,19877.0,52.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Chihuahua,45-59,26861.0,47293.0,118.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Chihuahua,60+,18756.0,83350.0,224.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Ciudad de México,18-29,38353.0,48215.0,30.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Ciudad de México,30-44,46089.0,59517.0,47.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Ciudad de México,45-59,64795.0,117252.0,96.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Ciudad de México,60+,86644.0,254537.0,221.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Coahuila,18-29,19650.0,24800.0,51.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Coahuila,30-44,13781.0,23722.0,63.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Coahuila,45-59,18335.0,43082.0,131.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Coahuila,60+,18324.0,73210.0,223.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Colima,18-29,2966.0,3327.0,34.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Colima,30-44,3525.0,4934.0,60.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Colima,45-59,4394.0,9732.0,111.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Colima,60+,5142.0,18399.0,226.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Durango,18-29,8489.0,11825.0,48.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Durango,30-44,6566.0,9828.0,48.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Durango,45-59,8426.0,20536.0,104.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Durango,60+,8485.0,38372.0,222.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Guanajuato,18-29,34277.0,42166.0,51.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Guanajuato,30-44,29370.0,42285.0,69.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Guanajuato,45-59,36238.0,81545.0,115.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Guanajuato,60+,46079.0,157419.0,261.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Guerrero,18-29,10721.0,17117.0,37.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Guerrero,30-44,12319.0,16982.0,48.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Guerrero,45-59,19413.0,44755.0,118.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Guerrero,60+,20522.0,84882.0,240.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Hidalgo,18-29,14122.0,17140.0,38.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Hidalgo,30-44,12700.0,17404.0,51.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Hidalgo,45-59,20714.0,44057.0,121.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Hidalgo,60+,12540.0,58926.0,197.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Jalisco,18-29,44197.0,51892.0,50.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Jalisco,30-44,37162.0,60441.0,70.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Jalisco,45-59,58804.0,133843.0,142.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Jalisco,60+,43408.0,200367.0,244.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Michoacán,18-29,17310.0,22094.0,29.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Michoacán,30-44,16063.0,26882.0,57.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Michoacán,45-59,27891.0,56845.0,114.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Michoacán,60+,25616.0,113021.0,250.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Morelos,18-29,7994.0,9461.0,31.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Morelos,30-44,7187.0,11355.0,51.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Morelos,45-59,9892.0,21858.0,96.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Morelos,60+,9347.0,47245.0,222.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,México,18-29,68473.0,86727.0,42.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,México,30-44,60430.0,98002.0,54.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,México,45-59,103815.0,215223.0,125.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,México,60+,93012.0,333057.0,189.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Nayarit,18-29,7204.0,8223.0,47.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Nayarit,30-44,4321.0,7409.0,57.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Nayarit,45-59,5946.0,16431.0,130.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Nayarit,60+,6932.0,24341.0,203.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Nuevo León,18-29,38930.0,45482.0,53.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Nuevo León,30-44,18753.0,27411.0,40.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Nuevo León,45-59,23915.0,67406.0,105.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Nuevo León,60+,18578.0,107807.0,180.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Oaxaca,18-29,8414.0,15361.0,28.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Oaxaca,30-44,8266.0,15475.0,37.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Oaxaca,45-59,14328.0,42820.0,105.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Oaxaca,60+,24303.0,103936.0,264.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Puebla,18-29,16605.0,24901.0,28.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Puebla,30-44,18955.0,33460.0,48.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Puebla,45-59,26868.0,64810.0,90.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Puebla,60+,25039.0,136371.0,207.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Querétaro,18-29,12563.0,15408.0,42.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Querétaro,30-44,12195.0,18888.0,71.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Querétaro,45-59,16827.0,38308.0,138.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Querétaro,60+,17369.0,52227.0,218.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Quintana Roo,18-29,9678.0,11723.0,39.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Quintana Roo,30-44,6581.0,9299.0,47.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Quintana Roo,45-59,10568.0,28010.0,116.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Quintana Roo,60+,5892.0,29376.0,139.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,San Luis Potosí,18-29,8160.0,10907.0,28.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,San Luis Potosí,30-44,8587.0,12568.0,39.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,San Luis Potosí,45-59,12547.0,25348.0,89.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,San Luis Potosí,60+,14940.0,60125.0,221.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Sinaloa,18-29,13438.0,16389.0,36.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Sinaloa,30-44,9269.0,14471.0,47.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Sinaloa,45-59,12898.0,38339.0,120.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Sinaloa,60+,14204.0,73895.0,256.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Sonora,18-29,11995.0,15941.0,39.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Sonora,30-44,7142.0,14150.0,43.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Sonora,45-59,17297.0,34454.0,101.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Sonora,60+,15513.0,61926.0,206.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tabasco,18-29,6869.0,8445.0,23.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tabasco,30-44,6267.0,13338.0,52.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tabasco,45-59,13573.0,36921.0,148.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tabasco,60+,10153.0,61797.0,240.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tamaulipas,18-29,12784.0,16947.0,33.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tamaulipas,30-44,11653.0,19302.0,46.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tamaulipas,45-59,12496.0,38968.0,96.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tamaulipas,60+,18373.0,88764.0,223.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tlaxcala,18-29,5594.0,8091.0,47.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tlaxcala,30-44,4765.0,7627.0,56.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tlaxcala,45-59,7106.0,14959.0,108.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Tlaxcala,60+,5749.0,23791.0,181.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Veracruz,18-29,14664.0,18503.0,19.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Veracruz,30-44,24139.0,40310.0,38.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Veracruz,45-59,60609.0,107679.0,129.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Veracruz,60+,54137.0,229130.0,254.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Yucatán,18-29,8530.0,11132.0,32.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Yucatán,30-44,9813.0,14134.0,56.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Yucatán,45-59,10740.0,29549.0,113.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Yucatán,60+,15118.0,59156.0,238.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Zacatecas,18-29,6475.0,9059.0,44.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Zacatecas,30-44,3138.0,8429.0,50.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Zacatecas,45-59,6761.0,20159.0,121.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Con discapacidad,Zacatecas,60+,10365.0,46490.0,298.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Aguascalientes,18-29,83315.0,138439.0,750.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Aguascalientes,30-44,72135.0,144689.0,995.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Aguascalientes,45-59,43109.0,111515.0,689.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Aguascalientes,60+,8777.0,52237.0,398.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Baja California,18-29,166650.0,347737.0,687.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Baja California,30-44,152206.0,396954.0,962.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Baja California,45-59,96629.0,296437.0,686.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Baja California,60+,20839.0,137753.0,363.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Baja California Sur,18-29,40284.0,76110.0,678.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Baja California Sur,30-44,36066.0,90429.0,967.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Baja California Sur,45-59,16899.0,60977.0,649.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Baja California Sur,60+,5279.0,32495.0,384.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Campeche,18-29,44960.0,83095.0,732.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Campeche,30-44,45101.0,106237.0,1110.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Campeche,45-59,20706.0,70284.0,713.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Campeche,60+,6718.0,35345.0,390.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Chiapas,18-29,202577.0,569374.0,915.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Chiapas,30-44,162488.0,589539.0,1096.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Chiapas,45-59,70978.0,374823.0,698.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Chiapas,60+,22100.0,204506.0,423.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Chihuahua,18-29,201950.0,347940.0,728.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Chihuahua,30-44,169517.0,374965.0,914.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Chihuahua,45-59,105612.0,308124.0,745.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Chihuahua,60+,34539.0,152994.0,419.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Ciudad de México,18-29,461634.0,737103.0,494.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Ciudad de México,30-44,556614.0,1018275.0,868.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Ciudad de México,45-59,370536.0,908528.0,761.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Ciudad de México,60+,171089.0,731079.0,634.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Coahuila,18-29,187527.0,301669.0,750.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Coahuila,30-44,146826.0,310493.0,951.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Coahuila,45-59,94464.0,246411.0,703.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Coahuila,60+,26030.0,132872.0,439.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Colima,18-29,45703.0,69608.0,679.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Colima,30-44,37856.0,80399.0,954.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Colima,45-59,24194.0,57497.0,662.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Colima,60+,7990.0,34381.0,422.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Durango,18-29,97210.0,162840.0,717.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Durango,30-44,77518.0,182588.0,955.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
autonomia,Violencia total en los últimos 12 meses,2021,Mujeres,Sin discapacidad,Durango,45-59,47042.0,138430.0,694.0,ENDIREH (INEGI),Mujeres de 15 años o más,endireh
