tema,indicador,anio,sexo,disc,entidad,rango_edad,num,den,casos,fuente,universo,encuesta
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Tlaxcala,60+,4054.0,20050.0,130.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Veracruz,18-29,4093.0,18636.0,21.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Veracruz,30-44,5352.0,29461.0,35.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Veracruz,45-59,8652.0,78563.0,88.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Veracruz,60+,66099.0,194266.0,227.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Yucatán,18-29,732.0,5006.0,21.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Yucatán,30-44,2164.0,9588.0,45.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Yucatán,45-59,5112.0,23432.0,104.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Yucatán,60+,10002.0,53693.0,232.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Zacatecas,18-29,221.0,4763.0,26.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Zacatecas,30-44,0.0,5079.0,29.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Zacatecas,45-59,1602.0,16801.0,91.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Con discapacidad,Zacatecas,60+,6477.0,39825.0,231.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Aguascalientes,18-29,334.0,148826.0,980.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Aguascalientes,30-44,831.0,149954.0,988.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Aguascalientes,45-59,653.0,111612.0,730.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Aguascalientes,60+,5992.0,75630.0,478.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Baja California,18-29,2238.0,400164.0,1322.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Baja California,30-44,6422.0,418946.0,1425.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Baja California,45-59,7101.0,318141.0,1104.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Baja California,60+,14229.0,201583.0,667.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Baja California Sur,18-29,258.0,77638.0,743.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Baja California Sur,30-44,724.0,97586.0,940.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Baja California Sur,45-59,987.0,74782.0,753.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Baja California Sur,60+,3759.0,37429.0,405.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Campeche,18-29,669.0,89646.0,715.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Campeche,30-44,2420.0,103948.0,840.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Campeche,45-59,5021.0,79015.0,652.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Campeche,60+,9935.0,47005.0,391.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Chiapas,18-29,13690.0,532059.0,765.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Chiapas,30-44,56269.0,615591.0,887.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Chiapas,45-59,55458.0,400141.0,594.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Chiapas,60+,93336.0,253486.0,381.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Chihuahua,18-29,3231.0,371825.0,1315.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Chihuahua,30-44,2777.0,375283.0,1365.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Chihuahua,45-59,5871.0,344311.0,1299.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Chihuahua,60+,14667.0,218087.0,850.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Ciudad de México,18-29,0.0,847282.0,793.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Ciudad de México,30-44,7076.0,1004042.0,898.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Ciudad de México,45-59,5591.0,1076343.0,905.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Ciudad de México,60+,42367.0,812895.0,629.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Coahuila,18-29,818.0,317596.0,1328.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Coahuila,30-44,1238.0,312110.0,1334.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Coahuila,45-59,4231.0,298496.0,1267.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Coahuila,60+,8009.0,158447.0,725.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Colima,18-29,499.0,68538.0,825.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Colima,30-44,481.0,88920.0,985.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Colima,45-59,1174.0,64980.0,812.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Colima,60+,3172.0,42395.0,562.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Durango,18-29,786.0,174669.0,902.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Durango,30-44,1790.0,179726.0,926.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Durango,45-59,5683.0,151253.0,789.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Durango,60+,5494.0,87994.0,439.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Guanajuato,18-29,2141.0,626469.0,1139.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Guanajuato,30-44,7025.0,670775.0,1233.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Guanajuato,45-59,21011.0,501713.0,859.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Guanajuato,60+,55935.0,317007.0,562.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Guerrero,18-29,2881.0,326347.0,814.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Guerrero,30-44,20605.0,355962.0,862.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Guerrero,45-59,28900.0,278958.0,690.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Guerrero,60+,65229.0,190958.0,482.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Hidalgo,18-29,696.0,286622.0,671.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Hidalgo,30-44,5775.0,349937.0,828.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Hidalgo,45-59,15475.0,278942.0,660.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Hidalgo,60+,33651.0,169468.0,409.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Jalisco,18-29,5021.0,805822.0,860.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Jalisco,30-44,7295.0,901978.0,973.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Jalisco,45-59,13533.0,711900.0,753.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Jalisco,60+,47854.0,488311.0,529.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Michoacán,18-29,1960.0,461285.0,706.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Michoacán,30-44,13999.0,514934.0,783.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Michoacán,45-59,19999.0,384426.0,606.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Michoacán,60+,38521.0,272833.0,440.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Morelos,18-29,481.0,179564.0,729.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Morelos,30-44,2229.0,220802.0,877.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Morelos,45-59,6104.0,187295.0,758.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Morelos,60+,17414.0,120384.0,490.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,México,18-29,5713.0,1579700.0,1174.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,México,30-44,15312.0,1950128.0,1430.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,México,45-59,59388.0,1576135.0,1114.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,México,60+,132323.0,1039548.0,723.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Nayarit,18-29,611.0,105212.0,573.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Nayarit,30-44,3024.0,134221.0,728.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Nayarit,45-59,3038.0,98065.0,540.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Nayarit,60+,8599.0,74361.0,417.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Nuevo León,18-29,772.0,613574.0,1123.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Nuevo León,30-44,1126.0,609390.0,1181.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Nuevo León,45-59,4755.0,547095.0,1072.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Nuevo León,60+,21317.0,358459.0,709.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Oaxaca,18-29,2516.0,375433.0,799.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Oaxaca,30-44,18065.0,440564.0,941.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Oaxaca,45-59,35426.0,352097.0,756.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Oaxaca,60+,76506.0,243333.0,548.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Puebla,18-29,1577.0,630645.0,755.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Puebla,30-44,13158.0,758231.0,913.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Puebla,45-59,34685.0,543988.0,658.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Puebla,60+,68223.0,325497.0,408.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Querétaro,18-29,0.0,258036.0,1420.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Querétaro,30-44,2832.0,271158.0,1469.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Querétaro,45-59,8904.0,219987.0,1128.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Querétaro,60+,21160.0,124793.0,644.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Quintana Roo,18-29,1422.0,190479.0,789.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Quintana Roo,30-44,3240.0,220980.0,900.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Quintana Roo,45-59,7760.0,167701.0,687.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Quintana Roo,60+,14459.0,80747.0,346.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,San Luis Potosí,18-29,503.0,285876.0,927.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,San Luis Potosí,30-44,3023.0,303282.0,972.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,San Luis Potosí,45-59,7868.0,235528.0,759.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,San Luis Potosí,60+,22350.0,161068.0,533.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Sinaloa,18-29,974.0,311229.0,1206.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Sinaloa,30-44,2868.0,305283.0,1182.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Sinaloa,45-59,4500.0,269989.0,1071.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Sinaloa,60+,12078.0,186721.0,751.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Sonora,18-29,0.0,261659.0,714.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Sonora,30-44,1782.0,301765.0,815.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Sonora,45-59,2361.0,271173.0,732.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Sonora,60+,8315.0,164647.0,454.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tabasco,18-29,1305.0,211242.0,644.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tabasco,30-44,3378.0,275376.0,852.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tabasco,45-59,9695.0,201520.0,626.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tabasco,60+,16222.0,110658.0,344.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tamaulipas,18-29,1347.0,339329.0,688.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tamaulipas,30-44,2698.0,378247.0,782.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tamaulipas,45-59,6513.0,330462.0,682.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tamaulipas,60+,21820.0,219308.0,452.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tlaxcala,18-29,638.0,136955.0,869.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tlaxcala,30-44,1662.0,156227.0,988.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tlaxcala,45-59,2907.0,115047.0,737.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Tlaxcala,60+,9912.0,73243.0,474.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Veracruz,18-29,4918.0,703340.0,780.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Veracruz,30-44,28956.0,876945.0,1003.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Veracruz,45-59,40660.0,762306.0,862.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Veracruz,60+,107333.0,540143.0,594.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Yucatán,18-29,681.0,218596.0,962.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Yucatán,30-44,3724.0,264653.0,1167.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Yucatán,45-59,10959.0,193671.0,785.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Yucatán,60+,20048.0,134659.0,552.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Zacatecas,18-29,170.0,156323.0,850.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Zacatecas,30-44,1106.0,166230.0,909.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Zacatecas,45-59,954.0,133866.0,745.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,Sin ningún grado de escolaridad,2022,Mujeres,Sin discapacidad,Zacatecas,60+,5357.0,75268.0,420.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Aguascalientes,18-29,1094.0,5018.0,36.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Aguascalientes,30-44,1233.0,6264.0,46.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Aguascalientes,45-59,351.0,10847.0,76.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Aguascalientes,60+,2495.0,19577.0,148.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Baja California,18-29,1005.0,9628.0,30.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Baja California,30-44,822.0,11273.0,49.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Baja California,45-59,1344.0,20115.0,75.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Baja California,60+,5351.0,46960.0,201.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Baja California Sur,18-29,233.0,1959.0,23.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Baja California Sur,30-44,934.0,3110.0,31.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Baja California Sur,45-59,965.0,5784.0,56.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Baja California Sur,60+,1465.0,10431.0,134.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Campeche,18-29,486.0,1982.0,16.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Campeche,30-44,920.0,3859.0,31.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Campeche,45-59,448.0,7464.0,57.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Campeche,60+,3318.0,14274.0,113.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Chiapas,18-29,3520.0,10385.0,14.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Chiapas,30-44,3824.0,14616.0,21.0,ENIGH (INEGI),Personas de 18 años o más,enigh
educacion,No sabe leer ni escribir (ENIGH),2022,Hombres,Con discapacidad,Chiapas,45-59,5063.0,26821.0,38.0,ENIGH (INEGI),Personas de 18 años o más,enigh
